name,url,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
freeCodeCamp/freeCodeCamp,https://github.com/freeCodeCamp/freeCodeCamp,2014-12-24T17:49:19Z,2025-08-20T06:14:24Z,TypeScript,25717,0,19826,19632,99.02
codecrafters-io/build-your-own-x,https://github.com/codecrafters-io/build-your-own-x,2018-05-09T12:03:18Z,2025-07-29T21:02:41Z,Markdown,142,0,821,595,72.47
sindresorhus/awesome,https://github.com/sindresorhus/awesome,2014-07-11T13:42:37Z,2025-07-18T18:37:33Z,N/A,679,0,353,340,96.32
EbookFoundation/free-programming-books,https://github.com/EbookFoundation/free-programming-books,2013-10-11T06:50:37Z,2025-08-17T15:03:15Z,Python,6820,0,1181,1150,97.38
public-apis/public-apis,https://github.com/public-apis/public-apis,2016-03-20T23:49:42Z,2025-05-20T15:56:34Z,Python,1872,0,712,704,98.88
kamranahmedse/developer-roadmap,https://github.com/kamranahmedse/developer-roadmap,2017-03-15T13:45:52Z,2025-08-20T12:02:34Z,TypeScript,3679,1,2941,2693,91.57
jwasham/coding-interview-university,https://github.com/jwasham/coding-interview-university,2016-06-06T02:34:12Z,2024-12-05T23:47:30Z,N/A,415,0,516,453,87.79
donnemartin/system-design-primer,https://github.com/donnemartin/system-design-primer,2017-02-26T16:15:28Z,2025-05-21T11:13:33Z,Python,200,0,339,91,26.84
996icu/996.ICU,https://github.com/996icu/996.ICU,2019-03-26T07:31:14Z,2024-10-03T12:29:12Z,N/A,1067,0,0,0,0.0
vinta/awesome-python,https://github.com/vinta/awesome-python,2014-06-27T21:00:06Z,2025-07-17T16:35:51Z,Python,544,0,0,0,0.0
awesome-selfhosted/awesome-selfhosted,https://github.com/awesome-selfhosted/awesome-selfhosted,2015-06-01T02:33:17Z,2025-08-17T13:42:00Z,N/A,2394,1,806,806,100.0
practical-tutorials/project-based-learning,https://github.com/practical-tutorials/project-based-learning,2017-04-12T05:07:46Z,2024-08-15T05:33:54Z,N/A,182,0,209,79,37.8
facebook/react,https://github.com/facebook/react,2013-05-24T16:15:54Z,2025-08-20T07:34:06Z,JavaScript,12112,105,13990,13192,94.3
vuejs/vue,https://github.com/vuejs/vue,2013-07-29T03:24:51Z,2024-10-10T07:24:15Z,TypeScript,1133,249,10028,9673,96.46
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,2016-07-16T09:44:01Z,2025-08-19T14:16:04Z,Python,2976,0,1587,1511,95.21
torvalds/linux,https://github.com/torvalds/linux,2011-09-04T22:48:12Z,2025-08-19T17:32:18Z,C,10,0,0,0,0.0
trekhleb/javascript-algorithms,https://github.com/trekhleb/javascript-algorithms,2018-03-24T07:47:04Z,2025-02-12T16:19:59Z,JavaScript,302,0,366,229,62.57
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,2015-11-07T01:19:20Z,2025-08-20T12:00:35Z,C++,35921,219,40735,39837,97.8
ossu/computer-science,https://github.com/ossu/computer-science,2014-05-04T00:18:39Z,2025-07-17T02:38:25Z,HTML,298,0,652,638,97.85
trimstray/the-book-of-secret-knowledge,https://github.com/trimstray/the-book-of-secret-knowledge,2018-06-23T10:43:14Z,2024-11-19T14:00:38Z,N/A,122,0,0,0,0.0
getify/You-Dont-Know-JS,https://github.com/getify/You-Dont-Know-JS,2013-11-16T02:37:24Z,2025-05-20T14:22:36Z,N/A,368,0,944,863,91.42
CyC2018/CS-Notes,https://github.com/CyC2018/CS-Notes,2018-02-13T14:56:24Z,2024-08-21T09:40:10Z,N/A,374,0,571,448,78.46
ohmyzsh/ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,2009-08-28T18:15:37Z,2025-08-19T10:46:13Z,Shell,3377,0,4966,4826,97.18
Significant-Gravitas/AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,2023-03-16T09:21:07Z,2025-08-20T12:10:28Z,Python,3191,67,3391,3228,95.19
microsoft/vscode,https://github.com/microsoft/vscode,2015-09-03T20:23:38Z,2025-08-20T11:59:09Z,TypeScript,36153,176,205171,193146,94.14
twbs/bootstrap,https://github.com/twbs/bootstrap,2011-07-29T21:19:00Z,2025-08-20T08:06:26Z,MDX,8971,93,22750,22344,98.22
flutter/flutter,https://github.com/flutter/flutter,2015-03-06T22:54:58Z,2025-08-20T10:47:50Z,Dart,43794,7,108756,96867,89.07
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,2018-03-01T16:05:52Z,2025-03-28T10:29:23Z,Jupyter Notebook,13,0,691,118,17.08
github/gitignore,https://github.com/github/gitignore,2010-11-08T20:17:14Z,2025-08-08T20:08:39Z,N/A,1713,0,0,0,0.0
jlevy/the-art-of-command-line,https://github.com/jlevy/the-art-of-command-line,2015-05-20T15:11:03Z,2024-06-25T18:13:44Z,N/A,317,0,258,136,52.71
AUTOMATIC1111/stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,2022-08-22T14:05:26Z,2025-05-03T06:17:03Z,Python,1874,27,7830,5467,69.82
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,2018-05-07T13:27:00Z,2025-08-20T02:17:55Z,Java,1180,0,1104,1032,93.48
ollama/ollama,https://github.com/ollama/ollama,2023-06-26T19:39:32Z,2025-08-20T07:39:40Z,Go,2466,142,7975,6215,77.93
avelino/awesome-go,https://github.com/avelino/awesome-go,2014-07-06T13:42:15Z,2025-08-18T02:46:10Z,Go,3457,0,687,681,99.13
huggingface/transformers,https://github.com/huggingface/transformers,2018-10-29T13:56:00Z,2025-08-20T12:08:21Z,Python,16626,222,17804,16722,93.92
airbnb/javascript,https://github.com/airbnb/javascript,2012-11-01T23:13:50Z,2024-12-09T06:56:18Z,JavaScript,810,0,1367,1270,92.9
massgravel/Microsoft-Activation-Scripts,https://github.com/massgravel/Microsoft-Activation-Scripts,2020-01-12T23:03:34Z,2025-08-10T21:18:38Z,Batchfile,6,24,720,720,100.0
ytdl-org/youtube-dl,https://github.com/ytdl-org/youtube-dl,2010-10-31T14:35:07Z,2025-05-04T11:53:05Z,Python,1642,341,26768,23125,86.39
vercel/next.js,https://github.com/vercel/next.js,2016-10-05T23:32:51Z,2025-08-20T11:37:29Z,JavaScript,23612,1000,23368,21045,90.06
f/awesome-chatgpt-prompts,https://github.com/f/awesome-chatgpt-prompts,2022-12-05T13:54:13Z,2025-08-02T07:30:17Z,JavaScript,171,0,0,0,0.0
n8n-io/n8n,https://github.com/n8n-io/n8n,2019-06-22T09:24:21Z,2025-08-20T12:06:58Z,TypeScript,10602,380,5145,4524,87.93
golang/go,https://github.com/golang/go,2014-08-19T04:33:40Z,2025-08-20T01:58:55Z,Go,1,0,67922,58740,86.48
labuladong/fucking-algorithm,https://github.com/labuladong/fucking-algorithm,2020-02-19T09:01:23Z,2025-01-31T06:30:22Z,Markdown,238,1,918,916,99.78
yangshun/tech-interview-handbook,https://github.com/yangshun/tech-interview-handbook,2016-07-05T05:00:48Z,2025-07-10T00:25:52Z,TypeScript,481,0,115,74,64.35
Genymobile/scrcpy,https://github.com/Genymobile/scrcpy,2017-11-21T18:00:27Z,2025-08-12T17:04:09Z,C,113,47,5614,3167,56.41
521xueweihan/HelloGitHub,https://github.com/521xueweihan/HelloGitHub,2016-05-04T06:24:11Z,2025-07-30T17:30:00Z,Python,16,57,2840,2626,92.46
Chalarangelo/30-seconds-of-code,https://github.com/Chalarangelo/30-seconds-of-code,2017-11-29T17:35:03Z,2025-08-07T16:49:18Z,JavaScript,826,12,300,300,100.0
facebook/react-native,https://github.com/facebook/react-native,2015-01-09T18:10:16Z,2025-08-20T11:12:22Z,C++,930,410,27199,26542,97.58
yt-dlp/yt-dlp,https://github.com/yt-dlp/yt-dlp,2020-10-26T04:22:55Z,2025-08-20T06:17:45Z,Python,2902,117,9761,8166,83.66
microsoft/PowerToys,https://github.com/microsoft/PowerToys,2019-05-01T17:44:02Z,2025-08-20T11:58:03Z,C#,5635,117,34534,27540,79.75
electron/electron,https://github.com/electron/electron,2013-04-12T01:47:36Z,2025-08-20T11:35:10Z,C++,23244,1000,21047,20290,96.4
kubernetes/kubernetes,https://github.com/kubernetes/kubernetes,2014-06-06T22:56:04Z,2025-08-19T20:00:03Z,Go,62231,754,47685,45771,95.99
krahets/hello-algo,https://github.com/krahets/hello-algo,2022-11-04T11:08:34Z,2025-08-05T18:33:00Z,Java,945,9,269,257,95.54
justjavac/free-programming-books-zh_CN,https://github.com/justjavac/free-programming-books-zh_CN,2013-11-04T01:59:19Z,2024-07-15T08:55:20Z,N/A,282,3,0,0,0.0
langchain-ai/langchain,https://github.com/langchain-ai/langchain,2022-10-17T02:58:36Z,2025-08-19T22:55:24Z,Jupyter Notebook,14479,946,8639,8431,97.59
nodejs/node,https://github.com/nodejs/node,2014-11-26T19:57:11Z,2025-08-20T11:34:27Z,JavaScript,10743,455,19448,17729,91.16
langgenius/dify,https://github.com/langgenius/dify,2023-04-12T07:40:24Z,2025-08-20T12:09:42Z,TypeScript,7029,140,12542,11830,94.32
d3/d3,https://github.com/d3/d3,2010-09-27T17:22:42Z,2025-07-27T11:30:40Z,Shell,493,194,2229,2220,99.6
ripienaar/free-for-dev,https://github.com/ripienaar/free-for-dev,2015-03-18T21:06:26Z,2025-08-15T08:31:14Z,HTML,2758,0,0,0,0.0
mrdoob/three.js,https://github.com/mrdoob/three.js,2010-03-23T18:58:01Z,2025-08-20T12:05:48Z,JavaScript,14385,171,13170,12721,96.59
axios/axios,https://github.com/axios/axios,2014-08-18T22:30:27Z,2025-08-18T14:41:28Z,JavaScript,1000,97,4844,4570,94.34
open-webui/open-webui,https://github.com/open-webui/open-webui,2023-10-06T22:08:27Z,2025-08-20T09:25:42Z,JavaScript,2497,119,6149,5951,96.78
rust-lang/rust,https://github.com/rust-lang/rust,2010-06-16T20:39:03Z,2025-08-20T12:10:36Z,Rust,65602,140,59217,48578,82.03
excalidraw/excalidraw,https://github.com/excalidraw/excalidraw,2020-01-02T01:04:43Z,2025-08-20T12:09:23Z,TypeScript,3697,14,4241,2402,56.64
microsoft/TypeScript,https://github.com/microsoft/TypeScript,2014-06-17T15:28:39Z,2025-08-18T18:50:05Z,TypeScript,14674,212,42444,36854,86.83
denoland/deno,https://github.com/denoland/deno,2018-05-15T01:34:26Z,2025-08-20T05:58:12Z,Rust,13326,341,13174,10904,82.77
goldbergyoni/nodebestpractices,https://github.com/goldbergyoni/nodebestpractices,2017-09-15T08:33:19Z,2025-04-15T21:52:42Z,Dockerfile,765,0,328,285,86.89
facebook/create-react-app,https://github.com/facebook/create-react-app,2016-07-17T14:55:11Z,2025-02-15T01:32:11Z,JavaScript,1949,83,8401,6567,78.17
langflow-ai/langflow,https://github.com/langflow-ai/langflow,2023-02-08T22:28:03Z,2025-08-20T12:07:46Z,Python,4612,262,2687,2257,84.0
GrowingGit/GitHub-Chinese-Top-Charts,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,2019-09-05T03:01:56Z,2024-10-12T06:51:36Z,Java,0,0,340,161,47.35
godotengine/godot,https://github.com/godotengine/godot,2014-01-04T16:05:36Z,2025-08-19T15:32:01Z,C++,38688,61,58083,45992,79.18
microsoft/terminal,https://github.com/microsoft/terminal,2017-08-11T18:38:22Z,2025-08-20T05:39:45Z,C++,4185,136,13459,11859,88.11
deepseek-ai/DeepSeek-V3,https://github.com/deepseek-ai/DeepSeek-V3,2024-12-26T09:52:40Z,2025-06-27T08:46:37Z,Python,21,1,585,556,95.04
angular/angular,https://github.com/angular/angular,2014-09-18T16:12:01Z,2025-08-20T11:31:46Z,TypeScript,3881,468,29472,28009,95.04
fatedier/frp,https://github.com/fatedier/frp,2015-12-21T15:24:59Z,2025-08-15T08:11:06Z,Go,683,106,3900,3838,98.41
papers-we-love/papers-we-love,https://github.com/papers-we-love/papers-we-love,2013-12-15T14:31:41Z,2025-05-04T18:45:38Z,Shell,437,0,246,245,99.59
Hack-with-Github/Awesome-Hacking,https://github.com/Hack-with-Github/Awesome-Hacking,2016-03-30T15:47:10Z,2025-01-18T01:48:02Z,N/A,34,0,0,0,0.0
mui/material-ui,https://github.com/mui/material-ui,2014-08-18T19:11:54Z,2025-08-19T16:39:24Z,TypeScript,20795,547,20169,18551,91.98
iptv-org/iptv,https://github.com/iptv-org/iptv,2018-11-14T22:00:57Z,2025-08-18T21:37:25Z,TypeScript,6669,0,14812,14333,96.77
rustdesk/rustdesk,https://github.com/rustdesk/rustdesk,2020-09-28T15:36:08Z,2025-08-20T06:55:53Z,Rust,3634,31,3593,3537,98.44
tauri-apps/tauri,https://github.com/tauri-apps/tauri,2019-07-13T09:09:37Z,2025-08-20T11:53:58Z,Rust,5165,1000,5768,4643,80.5
ant-design/ant-design,https://github.com/ant-design/ant-design,2015-04-24T15:37:24Z,2025-08-20T08:04:45Z,TypeScript,15767,714,31619,30391,96.12
microsoft/generative-ai-for-beginners,https://github.com/microsoft/generative-ai-for-beginners,2023-06-19T16:28:59Z,2025-08-18T05:10:39Z,Jupyter Notebook,376,0,176,165,93.75
nvbn/thefuck,https://github.com/nvbn/thefuck,2015-04-08T15:08:04Z,2024-07-19T14:56:13Z,Python,481,17,760,472,62.11
ryanmcdermott/clean-code-javascript,https://github.com/ryanmcdermott/clean-code-javascript,2016-11-25T22:25:41Z,2024-07-29T07:24:37Z,JavaScript,149,0,235,163,69.36
shadcn-ui/ui,https://github.com/shadcn-ui/ui,2023-01-04T12:43:27Z,2025-08-19T01:29:52Z,TypeScript,636,52,3344,2377,71.08
Anduin2017/HowToCook,https://github.com/Anduin2017/HowToCook,2020-02-29T10:43:49Z,2025-08-01T16:17:17Z,Dockerfile,586,4,781,346,44.3
pytorch/pytorch,https://github.com/pytorch/pytorch,2016-08-13T05:26:41Z,2025-08-20T12:03:39Z,Python,6192,61,53204,37713,70.88
iluwatar/java-design-patterns,https://github.com/iluwatar/java-design-patterns,2014-08-09T16:45:18Z,2025-08-19T08:37:48Z,Java,1507,0,959,830,86.55
neovim/neovim,https://github.com/neovim/neovim,2014-01-31T13:39:22Z,2025-08-20T07:10:02Z,Vim Script,16126,45,13119,11472,87.45
puppeteer/puppeteer,https://github.com/puppeteer/puppeteer,2017-05-09T22:16:13Z,2025-08-20T07:30:39Z,TypeScript,5418,557,7217,6950,96.3
microsoft/Web-Dev-For-Beginners,https://github.com/microsoft/Web-Dev-For-Beginners,2020-11-10T02:44:00Z,2025-08-07T12:15:04Z,JavaScript,514,0,331,242,73.11
deepseek-ai/DeepSeek-R1,https://github.com/deepseek-ai/DeepSeek-R1,2025-01-20T11:57:28Z,2025-06-27T08:35:54Z,N/A,9,1,631,587,93.03
PanJiaChen/vue-element-admin,https://github.com/PanJiaChen/vue-element-admin,2017-04-17T03:35:49Z,2024-10-24T11:25:46Z,Vue,311,49,3609,2357,65.31
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,2017-10-06T14:59:14Z,2025-08-19T19:26:01Z,TypeScript,3070,290,4539,4458,98.22
fastapi/fastapi,https://github.com/fastapi/fastapi,2018-12-08T08:21:47Z,2025-08-20T09:12:14Z,Python,2738,208,3466,3417,98.59
mtdvio/every-programmer-should-know,https://github.com/mtdvio/every-programmer-should-know,2017-08-24T13:18:26Z,2024-08-06T12:01:28Z,N/A,99,0,52,23,44.23
storybookjs/storybook,https://github.com/storybookjs/storybook,2016-03-18T04:23:44Z,2025-08-20T12:12:57Z,TypeScript,11476,1000,13690,11613,84.83
jaywcjlove/awesome-mac,https://github.com/jaywcjlove/awesome-mac,2016-07-17T15:33:47Z,2025-08-20T10:56:17Z,JavaScript,991,12,478,365,76.36
supabase/supabase,https://github.com/supabase/supabase,2019-10-12T05:56:49Z,2025-08-20T12:04:13Z,TypeScript,12927,22,4655,4419,94.93
openai/whisper,https://github.com/openai/whisper,2022-09-16T20:02:54Z,2025-08-18T15:03:07Z,Python,119,13,0,0,0.0
nvm-sh/nvm,https://github.com/nvm-sh/nvm,2010-04-15T17:47:47Z,2025-07-03T22:16:48Z,Shell,729,70,2314,1997,86.3
comfyanonymous/ComfyUI,https://github.com/comfyanonymous/ComfyUI,2023-01-17T03:15:56Z,2025-08-20T07:33:10Z,Python,1191,73,6160,3662,59.45
ChatGPTNextWeb/NextChat,https://github.com/ChatGPTNextWeb/NextChat,2023-03-10T18:27:54Z,2025-08-10T09:21:12Z,TypeScript,889,77,3547,2887,81.39
2dust/v2rayN,https://github.com/2dust/v2rayN,2019-07-30T03:47:24Z,2025-08-19T11:08:04Z,C#,272,264,6018,6012,99.9
ggml-org/llama.cpp,https://github.com/ggml-org/llama.cpp,2023-03-10T18:58:00Z,2025-08-20T11:49:48Z,C++,5488,1000,5695,5360,94.12
bitcoin/bitcoin,https://github.com/bitcoin/bitcoin,2010-12-19T15:16:43Z,2025-08-20T09:30:09Z,C++,15503,56,8681,8271,95.28
florinpop17/app-ideas,https://github.com/florinpop17/app-ideas,2019-02-25T18:36:56Z,2024-08-16T09:41:10Z,N/A,149,0,170,44,25.88
django/django,https://github.com/django/django,2012-04-28T02:47:18Z,2025-08-20T08:29:07Z,Python,9852,0,0,0,0.0
sveltejs/svelte,https://github.com/sveltejs/svelte,2016-11-20T18:13:05Z,2025-08-20T08:59:44Z,JavaScript,5988,510,8494,7680,90.42
gin-gonic/gin,https://github.com/gin-gonic/gin,2014-06-16T23:57:25Z,2025-08-12T07:40:45Z,Go,1114,27,2348,1680,71.55
opencv/opencv,https://github.com/opencv/opencv,2012-07-19T09:40:17Z,2025-08-20T12:10:03Z,C++,13085,66,11233,8630,76.83
gohugoio/hugo,https://github.com/gohugoio/hugo,2013-07-04T15:26:26Z,2025-08-20T11:20:14Z,Go,2956,337,7797,7357,94.36
mermaid-js/mermaid,https://github.com/mermaid-js/mermaid,2014-11-01T23:52:32Z,2025-08-20T10:59:07Z,TypeScript,2437,161,3366,2097,62.3
gothinkster/realworld,https://github.com/gothinkster/realworld,2016-02-26T20:49:53Z,2025-08-16T23:17:37Z,TypeScript,433,0,542,503,92.8
animate-css/animate.css,https://github.com/animate-css/animate.css,2011-10-12T10:07:38Z,2024-07-29T19:34:21Z,CSS,315,22,880,841,95.57
laravel/laravel,https://github.com/laravel/laravel,2011-06-08T03:06:08Z,2025-08-15T13:59:01Z,Blade,1640,197,0,0,0.0
macrozheng/mall,https://github.com/macrozheng/mall,2018-04-04T01:11:44Z,2025-08-11T08:27:41Z,Java,1,3,497,487,97.99
home-assistant/core,https://github.com/home-assistant/core,2013-09-17T07:29:48Z,2025-08-20T12:12:48Z,Python,75758,1000,62439,60065,96.2
DigitalPlatDev/FreeDomain,https://github.com/DigitalPlatDev/FreeDomain,2024-05-30T13:23:00Z,2025-05-14T11:36:42Z,HTML,0,0,0,0,0.0
tonsky/FiraCode,https://github.com/tonsky/FiraCode,2014-11-11T19:32:38Z,2025-05-16T14:49:21Z,Clojure,137,29,1365,954,69.89
oven-sh/bun,https://github.com/oven-sh/bun,2021-04-14T00:48:17Z,2025-08-20T11:45:57Z,Zig,5964,196,13072,8301,63.5
3b1b/manim,https://github.com/3b1b/manim,2015-03-22T18:50:58Z,2025-06-14T15:50:43Z,Python,642,13,1212,761,62.79
spring-projects/spring-boot,https://github.com/spring-projects/spring-boot,2012-10-19T15:02:57Z,2025-08-20T11:53:43Z,Java,42,317,39274,38718,98.58
doocs/advanced-java,https://github.com/doocs/advanced-java,2018-10-06T11:38:30Z,2025-07-16T12:17:25Z,Java,88,1,147,146,99.32
bregman-arie/devops-exercises,https://github.com/bregman-arie/devops-exercises,2019-10-03T17:31:21Z,2025-08-07T17:27:38Z,Python,302,0,99,64,64.65
x1xhlol/system-prompts-and-models-of-ai-tools,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,2025-03-05T16:38:29Z,2025-08-18T19:55:09Z,N/A,23,0,101,54,53.47
tensorflow/models,https://github.com/tensorflow/models,2016-02-05T01:15:20Z,2025-08-14T21:55:50Z,Python,2341,50,7312,6236,85.28
MunGell/awesome-for-beginners,https://github.com/MunGell/awesome-for-beginners,2015-10-24T19:53:36Z,2025-08-18T10:50:34Z,N/A,453,0,185,174,94.05
microsoft/ML-For-Beginners,https://github.com/microsoft/ML-For-Beginners,2021-03-03T01:34:05Z,2025-08-07T11:21:18Z,HTML,374,0,147,141,95.92
nomic-ai/gpt4all,https://github.com/nomic-ai/gpt4all,2023-03-27T18:49:32Z,2025-05-27T20:05:19Z,C++,934,38,2185,1487,68.05
MisterBooo/LeetCodeAnimation,https://github.com/MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,2023-08-14T12:14:01Z,Java,63,0,62,42,67.74
microsoft/playwright,https://github.com/microsoft/playwright,2019-11-15T18:32:42Z,2025-08-20T10:26:40Z,TypeScript,15058,151,16301,15469,94.9
netdata/netdata,https://github.com/netdata/netdata,2013-06-17T18:39:10Z,2025-08-20T10:56:10Z,C,10923,120,8113,7947,97.95
FortAwesome/Font-Awesome,https://github.com/FortAwesome/Font-Awesome,2012-02-17T14:19:43Z,2025-07-24T14:27:19Z,JavaScript,211,60,19749,15999,81.01
fighting41love/funNLP,https://github.com/fighting41love/funNLP,2018-08-21T11:20:39Z,2024-05-10T07:38:24Z,Python,14,0,81,47,58.02
ByteByteGoHq/system-design-101,https://github.com/ByteByteGoHq/system-design-101,2023-09-18T20:52:03Z,2025-04-04T17:30:30Z,N/A,23,0,54,17,31.48
syncthing/syncthing,https://github.com/syncthing/syncthing,2013-11-26T09:48:21Z,2025-08-20T01:30:13Z,Go,2754,439,5695,5364,94.19
anuraghazra/github-readme-stats,https://github.com/anuraghazra/github-readme-stats,2020-07-09T10:34:22Z,2025-08-19T03:36:28Z,JavaScript,1303,0,1304,1108,84.97
vitejs/vite,https://github.com/vitejs/vite,2020-04-21T05:03:57Z,2025-08-20T11:41:54Z,TypeScript,5585,598,8080,7616,94.26
typicode/json-server,https://github.com/typicode/json-server,2013-11-27T13:21:13Z,2025-03-31T11:11:50Z,JavaScript,121,38,1169,549,46.96
unionlabs/union,https://github.com/unionlabs/union,2023-05-16T22:33:39Z,2025-08-20T10:22:32Z,Rust,2749,95,1822,1590,87.27
ruanyf/weekly,https://github.com/ruanyf/weekly,2018-10-13T12:36:07Z,2025-08-15T00:12:10Z,N/A,101,0,7091,1078,15.2
immich-app/immich,https://github.com/immich-app/immich,2022-02-03T15:56:27Z,2025-08-20T12:02:15Z,TypeScript,7132,260,6269,5694,90.83
elastic/elasticsearch,https://github.com/elastic/elasticsearch,2010-02-08T13:20:56Z,2025-08-20T12:10:56Z,Java,80449,202,40588,36257,89.33
hoppscotch/hoppscotch,https://github.com/hoppscotch/hoppscotch,2019-08-21T13:15:24Z,2025-08-20T11:34:00Z,TypeScript,1865,83,2044,1554,76.03
louislam/uptime-kuma,https://github.com/louislam/uptime-kuma,2021-07-03T01:02:42Z,2025-08-09T17:31:44Z,JavaScript,1317,111,4161,3449,82.89
coder/code-server,https://github.com/coder/code-server,2019-02-27T16:50:41Z,2025-08-16T01:59:28Z,TypeScript,1576,200,3703,3569,96.38
vuejs/awesome-vue,https://github.com/vuejs/awesome-vue,2015-10-20T00:16:14Z,2025-07-07T06:55:09Z,N/A,3574,0,228,190,83.33
junegunn/fzf,https://github.com/junegunn/fzf,2013-10-23T16:04:23Z,2025-08-19T14:31:02Z,Go,595,70,3014,2780,92.24
sdmg15/Best-websites-a-programmer-should-visit,https://github.com/sdmg15/Best-websites-a-programmer-should-visit,2017-03-05T20:25:17Z,2025-07-01T08:13:14Z,N/A,431,0,174,103,59.2
hacksider/Deep-Live-Cam,https://github.com/hacksider/Deep-Live-Cam,2023-09-24T13:19:31Z,2025-08-11T13:37:45Z,Python,85,8,984,916,93.09
nestjs/nest,https://github.com/nestjs/nest,2017-02-04T20:12:52Z,2025-08-20T08:18:07Z,TypeScript,7407,131,5673,5644,99.49
microsoft/markitdown,https://github.com/microsoft/markitdown,2024-11-13T19:56:40Z,2025-08-11T21:41:01Z,Python,147,14,323,69,21.36
d2l-ai/d2l-zh,https://github.com/d2l-ai/d2l-zh,2017-08-23T04:40:24Z,2024-07-30T09:32:19Z,Python,1019,16,0,0,0.0
CompVis/stable-diffusion,https://github.com/CompVis/stable-diffusion,2022-08-10T14:36:44Z,2024-06-18T01:53:49Z,Jupyter Notebook,5,0,727,195,26.82
clash-verge-rev/clash-verge-rev,https://github.com/clash-verge-rev/clash-verge-rev,2023-11-21T18:24:03Z,2025-08-20T10:57:39Z,TypeScript,316,49,3770,3662,97.14
abi/screenshot-to-code,https://github.com/abi/screenshot-to-code,2023-11-14T17:53:32Z,2025-07-27T20:51:24Z,Python,49,0,382,278,72.77
google-gemini/gemini-cli,https://github.com/google-gemini/gemini-cli,2025-04-17T17:04:31Z,2025-08-20T06:47:16Z,TypeScript,1871,45,3475,1974,56.81
thedaviddias/Front-End-Checklist,https://github.com/thedaviddias/Front-End-Checklist,2017-10-16T10:12:36Z,2025-02-14T00:53:27Z,N/A,179,1,148,147,99.32
redis/redis,https://github.com/redis/redis,2009-03-21T22:32:25Z,2025-08-20T10:54:46Z,C,4161,96,6780,4628,68.26
moby/moby,https://github.com/moby/moby,2013-01-18T18:10:57Z,2025-08-20T09:04:45Z,Go,21472,237,23123,19928,86.18
pallets/flask,https://github.com/pallets/flask,2010-04-06T11:11:59Z,2025-08-19T21:10:21Z,Python,1613,37,2692,2691,99.96
ventoy/Ventoy,https://github.com/ventoy/Ventoy,2020-03-10T15:19:19Z,2025-08-18T16:13:54Z,C,280,105,2528,1670,66.06
Developer-Y/cs-video-courses,https://github.com/Developer-Y/cs-video-courses,2016-10-21T17:02:11Z,2025-08-12T11:43:03Z,N/A,234,0,0,0,0.0
grafana/grafana,https://github.com/grafana/grafana,2013-12-11T15:59:56Z,2025-08-20T12:12:13Z,TypeScript,56689,550,40942,37465,91.51
enaqx/awesome-react,https://github.com/enaqx/awesome-react,2014-08-06T05:31:44Z,2024-12-06T20:56:37Z,N/A,780,0,113,109,96.46
hakimel/reveal.js,https://github.com/hakimel/reveal.js,2011-06-07T18:54:22Z,2025-08-05T08:24:50Z,JavaScript,409,49,2463,1690,68.62
josephmisiti/awesome-machine-learning,https://github.com/josephmisiti/awesome-machine-learning,2014-07-15T19:11:19Z,2025-08-13T18:34:54Z,Python,872,0,93,93,100.0
swisskyrepo/PayloadsAllTheThings,https://github.com/swisskyrepo/PayloadsAllTheThings,2016-10-18T07:29:07Z,2025-08-14T09:11:08Z,Python,548,5,0,0,0.0
strapi/strapi,https://github.com/strapi/strapi,2015-09-30T15:34:48Z,2025-08-20T12:12:57Z,TypeScript,9122,478,11176,10189,91.17
binary-husky/gpt_academic,https://github.com/binary-husky/gpt_academic,2023-03-20T09:05:13Z,2025-07-31T14:22:25Z,Python,223,32,1741,1478,84.89
swiftlang/swift,https://github.com/swiftlang/swift,2015-10-23T21:15:07Z,2025-08-20T11:02:44Z,C++,55425,60,16773,9424,56.19
tesseract-ocr/tesseract,https://github.com/tesseract-ocr/tesseract,2014-08-12T18:04:59Z,2025-08-15T21:00:54Z,C++,1411,34,2726,2303,84.48
protocolbuffers/protobuf,https://github.com/protocolbuffers/protobuf,2014-08-26T15:52:15Z,2025-08-20T05:25:09Z,C++,7778,195,6640,6406,96.48
python/cpython,https://github.com/python/cpython,2017-02-10T19:23:51Z,2025-08-20T12:05:39Z,Python,52774,0,73339,66098,90.13
base/node,https://github.com/base/node,2023-02-01T13:55:02Z,2025-08-14T13:15:56Z,Go,186,54,240,190,79.17
browser-use/browser-use,https://github.com/browser-use/browser-use,2024-10-31T16:00:56Z,2025-08-20T05:33:52Z,Python,974,73,1055,550,52.13
sherlock-project/sherlock,https://github.com/sherlock-project/sherlock,2018-12-24T14:30:48Z,2025-05-06T09:55:10Z,Python,642,1,1074,970,90.32
