name,url,created_at,updated_at,language,merged_pull_requests,releases,open_issues,closed_issues,closed_issues_percent
google/leveldb,https://github.com/google/leveldb,2014-08-27T21:17:52Z,2025-01-30T17:33:01Z,C++,64,21,777,537,69.11
koalaman/shellcheck,https://github.com/koalaman/shellcheck,2012-11-17T03:15:11Z,2025-08-12T17:10:23Z,Haskell,306,30,2848,1718,60.32
preactjs/preact,https://github.com/preactjs/preact,2015-09-11T02:40:18Z,2025-08-19T18:26:26Z,JavaScript,1918,231,1893,1838,97.09
appsmithorg/appsmith,https://github.com/appsmithorg/appsmith,2020-06-30T04:07:36Z,2025-08-20T11:35:25Z,TypeScript,13947,290,23569,19225,81.57
ccxt/ccxt,https://github.com/ccxt/ccxt,2017-05-14T15:41:56Z,2025-08-19T17:06:03Z,Python,13358,173,10912,10093,92.49
calcom/cal.com,https://github.com/calcom/cal.com,2021-03-22T13:47:42Z,2025-08-20T12:06:41Z,TypeScript,10503,508,8075,6944,85.99
novuhq/novu,https://github.com/novuhq/novu,2021-08-26T15:22:44Z,2025-08-20T12:11:41Z,TypeScript,6009,50,1618,1398,86.4
goabstract/Awesome-Design-Tools,https://github.com/goabstract/Awesome-Design-Tools,2019-02-12T13:55:30Z,2024-07-28T19:57:31Z,JavaScript,283,0,43,25,58.14
gto76/python-cheatsheet,https://github.com/gto76/python-cheatsheet,2018-01-25T04:16:53Z,2025-07-31T18:22:41Z,Python,14,0,65,60,92.31
2noise/ChatTTS,https://github.com/2noise/ChatTTS,2024-05-27T18:26:49Z,2025-07-06T15:11:14Z,Python,214,6,656,587,89.48
karanpratapsingh/system-design,https://github.com/karanpratapsingh/system-design,2022-08-15T18:59:54Z,2024-04-10T15:00:47Z,N/A,11,0,22,21,95.45
FreeCodeCampChina/freecodecamp.cn,https://github.com/FreeCodeCampChina/freecodecamp.cn,2016-09-30T03:13:43Z,2023-07-16T16:48:59Z,CSS,55,0,586,445,75.94
LAION-AI/Open-Assistant,https://github.com/LAION-AI/Open-Assistant,2022-12-13T05:24:17Z,2024-08-17T01:55:35Z,Python,1614,127,1645,1417,86.14
ant-design/ant-design-pro,https://github.com/ant-design/ant-design-pro,2017-08-25T10:40:44Z,2025-08-15T08:39:00Z,TypeScript,1008,26,9754,9601,98.43
gofiber/fiber,https://github.com/gofiber/fiber,2020-01-16T03:59:20Z,2025-08-20T06:30:50Z,Go,1801,127,1570,1481,94.33
cloudcommunity/Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,2020-07-31T10:26:19Z,2025-07-22T03:37:50Z,N/A,114,0,106,69,65.09
menloresearch/jan,https://github.com/menloresearch/jan,2023-08-17T02:17:10Z,2025-08-20T11:14:13Z,TypeScript,2655,87,2845,2712,95.33
eugenp/tutorials,https://github.com/eugenp/tutorials,2013-04-29T18:26:36Z,2025-08-18T09:00:58Z,Java,13364,0,789,772,97.85
lapce/lapce,https://github.com/lapce/lapce,2018-02-06T08:41:06Z,2025-08-20T00:44:58Z,Rust,1171,32,1976,1177,59.56
istio/istio,https://github.com/istio/istio,2016-11-18T23:57:21Z,2025-08-20T12:10:23Z,Go,28416,393,21149,20682,97.79
naptha/tesseract.js,https://github.com/naptha/tesseract.js,2015-06-24T02:49:52Z,2025-08-06T17:11:18Z,JavaScript,195,56,726,695,95.73
payloadcms/payload,https://github.com/payloadcms/payload,2021-01-05T18:49:45Z,2025-08-20T12:08:56Z,TypeScript,5799,521,3731,3343,89.6
DataExpert-io/data-engineer-handbook,https://github.com/DataExpert-io/data-engineer-handbook,2023-11-19T19:47:41Z,2025-08-18T22:00:46Z,Jupyter Notebook,171,0,77,64,83.12
TencentARC/GFPGAN,https://github.com/TencentARC/GFPGAN,2021-03-19T06:18:20Z,2024-07-26T18:44:02Z,Python,14,8,499,134,26.85
dotnet/aspnetcore,https://github.com/dotnet/aspnetcore,2014-03-11T06:09:42Z,2025-08-20T11:58:43Z,C#,17746,258,37593,34034,90.53
0voice/interview_internal_reference,https://github.com/0voice/interview_internal_reference,2019-06-10T06:54:19Z,2024-05-20T12:04:02Z,Python,35,0,49,19,38.78
fastapi/full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,2019-02-23T15:08:34Z,2025-08-20T11:44:55Z,TypeScript,410,10,430,260,60.47
dockur/windows,https://github.com/dockur/windows,2024-01-14T13:09:40Z,2025-08-18T03:43:35Z,Shell,411,104,831,737,88.69
Kong/insomnia,https://github.com/Kong/insomnia,2016-04-23T03:54:26Z,2025-08-20T11:43:00Z,TypeScript,3349,524,3875,3195,82.45
inkonchain/docs,https://github.com/inkonchain/docs,2024-05-07T16:49:36Z,2025-08-18T07:43:19Z,MDX,393,0,34,13,38.24
denysdovhan/wtfjs,https://github.com/denysdovhan/wtfjs,2017-07-14T15:42:12Z,2025-03-18T13:55:28Z,JavaScript,125,25,117,95,81.2
inkonchain/node,https://github.com/inkonchain/node,2024-05-13T23:20:40Z,2025-07-23T18:13:58Z,Shell,35,6,23,13,56.52
freeCodeCamp/devdocs,https://github.com/freeCodeCamp/devdocs,2013-10-24T18:16:07Z,2025-08-19T09:33:31Z,Ruby,925,0,1230,1039,84.47
NervJS/taro,https://github.com/NervJS/taro,2018-04-08T09:32:26Z,2025-08-20T10:46:28Z,TypeScript,3392,200,12541,11014,87.82
Aider-AI/aider,https://github.com/Aider-AI/aider,2023-05-09T18:57:49Z,2025-08-13T17:30:01Z,Python,263,93,3689,2692,72.97
inkonchain/ink-kit,https://github.com/inkonchain/ink-kit,2024-11-04T16:32:17Z,2025-07-23T18:10:56Z,TypeScript,90,0,4,3,75.0
siyuan-note/siyuan,https://github.com/siyuan-note/siyuan,2020-08-30T09:21:35Z,2025-08-20T11:36:18Z,TypeScript,481,812,14898,14461,97.07
facebookresearch/faiss,https://github.com/facebookresearch/faiss,2017-02-07T16:07:05Z,2025-08-15T19:09:55Z,C++,137,20,2673,2441,91.32
milvus-io/milvus,https://github.com/milvus-io/milvus,2019-09-16T06:43:43Z,2025-08-20T11:17:49Z,Go,22768,128,14037,13456,95.86
exacity/deeplearningbook-chinese,https://github.com/exacity/deeplearningbook-chinese,2016-12-07T11:46:51Z,2019-12-03T04:25:44Z,TeX,16,7,203,139,68.47
vlang/v,https://github.com/vlang/v,2019-02-08T02:57:06Z,2025-08-20T05:01:48Z,V,12260,274,9686,8590,88.68
alibaba/arthas,https://github.com/alibaba/arthas,2018-08-29T17:15:57Z,2025-07-30T07:50:51Z,Java,540,59,2094,1722,82.23
huihut/interview,https://github.com/huihut/interview,2018-02-09T09:49:48Z,2025-07-27T12:36:29Z,C++,35,0,66,65,98.48
google/googletest,https://github.com/google/googletest,2015-07-28T15:07:53Z,2025-08-20T05:05:51Z,C++,813,11,2323,1979,85.19
AobingJava/JavaFamily,https://github.com/AobingJava/JavaFamily,2019-11-12T04:26:18Z,2024-09-04T09:25:59Z,N/A,2,0,65,60,92.31
halo-dev/halo,https://github.com/halo-dev/halo,2018-03-21T12:56:52Z,2025-08-20T10:06:57Z,Java,2614,226,4318,4019,93.08
satwikkansal/wtfpython,https://github.com/satwikkansal/wtfpython,2017-08-28T20:22:19Z,2025-05-10T11:50:03Z,Python,113,2,222,157,70.72
babysor/MockingBird,https://github.com/babysor/MockingBird,2021-08-07T03:53:39Z,2024-11-15T05:00:29Z,Python,80,1,888,412,46.4
openai/gym,https://github.com/openai/gym,2016-04-27T14:59:16Z,2024-10-11T20:07:05Z,Python,998,19,1838,1726,93.91
httpie/cli,https://github.com/httpie/cli,2012-02-25T12:39:13Z,2024-12-17T17:30:35Z,Python,406,47,902,722,80.04
docling-project/docling,https://github.com/docling-project/docling,2024-07-09T07:50:26Z,2025-08-20T08:59:08Z,Python,512,115,1100,620,56.36
ToolJet/ToolJet,https://github.com/ToolJet/ToolJet,2021-03-30T08:51:34Z,2025-08-20T11:52:24Z,JavaScript,6647,317,5002,4362,87.21
usebruno/bruno,https://github.com/usebruno/bruno,2022-09-27T20:51:45Z,2025-08-20T12:04:04Z,JavaScript,1261,140,3042,1846,60.68
chatboxai/chatbox,https://github.com/chatboxai/chatbox,2023-03-06T12:22:15Z,2025-08-20T08:29:12Z,TypeScript,71,47,2269,1450,63.9
zbezj/HEU_KMS_Activator,https://github.com/zbezj/HEU_KMS_Activator,2019-06-23T00:49:35Z,2025-08-19T13:44:06Z,N/A,0,48,182,28,15.38
google-research/google-research,https://github.com/google-research/google-research,2018-10-04T18:42:48Z,2025-08-14T20:04:23Z,Jupyter Notebook,29,0,1405,343,24.41
open-guides/og-aws,https://github.com/open-guides/og-aws,2016-07-13T17:30:16Z,2024-08-16T02:51:54Z,Shell,498,0,227,87,38.33
rapid7/metasploit-framework,https://github.com/rapid7/metasploit-framework,2011-08-30T06:13:20Z,2025-08-20T11:18:30Z,Ruby,11342,0,6277,5843,93.09
hiroi-sora/Umi-OCR,https://github.com/hiroi-sora/Umi-OCR,2022-03-28T04:01:46Z,2025-05-31T08:22:02Z,Python,56,31,782,512,65.47
nushell/nushell,https://github.com/nushell/nushell,2019-05-10T16:59:42Z,2025-08-20T05:18:45Z,Rust,7890,111,6629,5148,77.66
opentofu/manifesto,https://github.com/opentofu/manifesto,2023-08-13T16:17:24Z,2025-03-18T18:26:51Z,HTML,765,0,26,14,53.85
date-fns/date-fns,https://github.com/date-fns/date-fns,2014-10-06T10:24:22Z,2025-08-14T23:54:15Z,TypeScript,1068,122,1997,1367,68.45
shadowsocks/shadowsocks-android,https://github.com/shadowsocks/shadowsocks-android,2012-12-16T13:40:29Z,2025-07-12T23:41:14Z,Kotlin,256,185,2505,2457,98.08
lerna/lerna,https://github.com/lerna/lerna,2015-12-04T09:36:55Z,2025-08-06T17:08:47Z,TypeScript,997,244,2674,2278,85.19
NanmiCoder/MediaCrawler,https://github.com/NanmiCoder/MediaCrawler,2023-06-09T12:14:34Z,2025-08-18T11:15:50Z,Python,101,0,491,391,79.63
docker/compose,https://github.com/docker/compose,2013-12-09T11:40:58Z,2025-08-20T10:53:41Z,Go,3541,263,8117,8039,99.04
chatchat-space/Langchain-Chatchat,https://github.com/chatchat-space/Langchain-Chatchat,2023-03-31T12:12:45Z,2025-03-25T15:45:51Z,TypeScript,615,31,4186,4079,97.44
crewAIInc/crewAI,https://github.com/crewAIInc/crewAI,2023-10-27T03:26:59Z,2025-08-19T23:35:14Z,Python,928,99,1485,1435,96.63
XingangPan/DragGAN,https://github.com/XingangPan/DragGAN,2023-05-18T10:08:02Z,2024-05-18T17:51:40Z,Python,18,0,191,46,24.08
SheetJS/sheetjs,https://github.com/SheetJS/sheetjs,2012-12-03T19:25:52Z,2024-04-18T08:06:46Z,N/A,106,0,2386,2267,95.01
formulahendry/955.WLB,https://github.com/formulahendry/955.WLB,2019-03-27T23:53:37Z,2025-02-03T05:15:20Z,N/A,18,0,263,82,31.18
geekxh/hello-algorithm,https://github.com/geekxh/hello-algorithm,2020-05-29T05:47:09Z,2023-06-13T04:13:17Z,Java,26,0,44,33,75.0
imputnet/cobalt,https://github.com/imputnet/cobalt,2022-07-08T18:12:55Z,2025-08-19T08:07:36Z,Svelte,243,0,939,776,82.64
typeorm/typeorm,https://github.com/typeorm/typeorm,2016-02-29T07:41:14Z,2025-08-18T18:28:55Z,TypeScript,2176,38,8398,6058,72.14
openai/codex,https://github.com/openai/codex,2025-04-13T05:37:54Z,2025-08-20T09:46:38Z,Rust,890,83,922,646,70.07
carbon-app/carbon,https://github.com/carbon-app/carbon,2017-06-16T02:50:28Z,2025-06-03T06:16:59Z,JavaScript,668,215,686,627,91.4
koajs/koa,https://github.com/koajs/koa,2013-07-20T18:53:45Z,2025-08-18T08:10:06Z,JavaScript,522,9,925,909,98.27
hankcs/HanLP,https://github.com/hankcs/HanLP,2014-10-09T06:36:16Z,2025-05-15T02:30:50Z,Python,79,62,1429,1421,99.44
alvarotrigo/fullPage.js,https://github.com/alvarotrigo/fullPage.js,2013-09-20T11:58:29Z,2025-06-28T00:48:36Z,JavaScript,320,105,4131,3999,96.8
airbnb/lottie-android,https://github.com/airbnb/lottie-android,2016-10-06T22:42:42Z,2025-08-08T21:24:48Z,Java,713,59,1778,1744,98.09
PKUanonym/REKCARC-TSC-UHT,https://github.com/PKUanonym/REKCARC-TSC-UHT,2019-04-05T03:31:23Z,2025-07-10T04:19:42Z,HTML,170,0,32,30,93.75
kilimchoi/engineering-blogs,https://github.com/kilimchoi/engineering-blogs,2015-06-13T18:25:17Z,2024-08-21T13:01:11Z,Ruby,681,0,97,74,76.29
markedjs/marked,https://github.com/markedjs/marked,2011-07-24T13:15:51Z,2025-08-18T00:58:03Z,TypeScript,1554,156,1603,1591,99.25
mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,2018-08-02T17:56:45Z,2025-08-20T11:16:11Z,Python,5367,311,4303,4246,98.68
jondot/awesome-react-native,https://github.com/jondot/awesome-react-native,2015-03-26T19:58:06Z,2024-07-05T13:12:41Z,JavaScript,912,0,73,35,47.95
zen-browser/desktop,https://github.com/zen-browser/desktop,2024-03-28T00:05:55Z,2025-08-20T11:49:16Z,C++,478,115,6904,6520,94.44
HeyPuter/puter,https://github.com/HeyPuter/puter,2024-03-03T01:44:32Z,2025-08-19T21:43:34Z,JavaScript,588,8,693,513,74.03
spacedriveapp/spacedrive,https://github.com/spacedriveapp/spacedrive,2021-09-27T05:09:04Z,2025-03-24T14:19:49Z,TypeScript,1881,26,507,388,76.53
junegunn/vim-plug,https://github.com/junegunn/vim-plug,2013-09-10T14:58:51Z,2025-03-29T05:17:01Z,Vim Script,177,8,1037,966,93.15
sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,2012-06-26T09:52:15Z,2025-08-19T09:32:01Z,Python,173,10,5343,5296,99.12
huggingface/pytorch-image-models,https://github.com/huggingface/pytorch-image-models,2019-02-02T05:51:12Z,2025-08-08T19:23:26Z,Python,479,69,997,946,94.88
sahat/hackathon-starter,https://github.com/sahat/hackathon-starter,2013-11-13T17:24:12Z,2025-07-30T18:07:42Z,JavaScript,347,17,680,670,98.53
twentyhq/twenty,https://github.com/twentyhq/twenty,2022-12-01T13:04:40Z,2025-08-20T12:14:02Z,TypeScript,7178,45,5194,5004,96.34
unknwon/the-way-to-go_ZH_CN,https://github.com/unknwon/the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2024-08-14T07:04:25Z,Go,592,0,0,0,0.0
alebcay/awesome-shell,https://github.com/alebcay/awesome-shell,2014-07-07T01:57:42Z,2024-08-21T06:53:29Z,N/A,307,0,62,23,37.1
pola-rs/polars,https://github.com/pola-rs/polars,2020-05-13T19:45:33Z,2025-08-20T11:38:13Z,Rust,11471,226,11279,8714,77.26
bumptech/glide,https://github.com/bumptech/glide,2013-07-08T22:52:33Z,2025-08-18T16:47:03Z,Java,570,47,4482,3920,87.46
TeamNewPipe/NewPipe,https://github.com/TeamNewPipe/NewPipe,2015-09-03T23:39:26Z,2025-08-17T22:14:33Z,Java,1661,137,9625,8402,87.29
fengdu78/Coursera-ML-AndrewNg-Notes,https://github.com/fengdu78/Coursera-ML-AndrewNg-Notes,2017-11-04T10:04:08Z,2024-06-10T00:47:49Z,HTML,13,0,68,15,22.06
doocs/leetcode,https://github.com/doocs/leetcode,2018-09-16T14:03:03Z,2025-08-20T02:10:43Z,Java,4092,21,56,56,100.0
reworkd/AgentGPT,https://github.com/reworkd/AgentGPT,2023-04-07T02:29:19Z,2025-04-29T01:19:32Z,TypeScript,539,12,467,337,72.16
mudler/LocalAI,https://github.com/mudler/LocalAI,2023-03-18T22:58:02Z,2025-08-20T08:37:11Z,Go,3917,83,1082,702,64.88
yeongpin/cursor-free-vip,https://github.com/yeongpin/cursor-free-vip,2025-01-11T08:14:22Z,2025-06-18T02:18:31Z,Python,74,69,1023,473,46.24
outline/outline,https://github.com/outline/outline,2016-05-22T21:31:47Z,2025-08-20T12:00:18Z,TypeScript,3337,147,3489,3400,97.45
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,2024-11-28T10:42:52Z,2025-07-24T10:58:47Z,Jupyter Notebook,145,0,67,56,83.58
sorrycc/awesome-javascript,https://github.com/sorrycc/awesome-javascript,2014-07-01T15:59:02Z,2025-08-04T20:42:39Z,N/A,393,0,93,88,94.62
BVLC/caffe,https://github.com/BVLC/caffe,2013-09-12T18:39:48Z,2024-07-31T23:10:28Z,C++,1087,14,4801,3902,81.27
charmbracelet/bubbletea,https://github.com/charmbracelet/bubbletea,2020-01-10T21:04:03Z,2025-08-19T19:13:52Z,Go,628,62,367,294,80.11
ghostty-org/ghostty,https://github.com/ghostty-org/ghostty,2022-03-29T17:38:26Z,2025-08-20T03:35:35Z,Zig,2585,1,1774,1632,92.0
chenfei-wu/TaskMatrix,https://github.com/chenfei-wu/TaskMatrix,2023-03-02T09:04:28Z,2024-01-06T02:41:20Z,Python,21,0,357,136,38.1
fastify/fastify,https://github.com/fastify/fastify,2016-09-28T19:10:14Z,2025-08-15T22:01:29Z,JavaScript,3135,298,2091,2014,96.32
netty/netty,https://github.com/netty/netty,2010-11-09T09:22:21Z,2025-08-20T06:31:41Z,Java,4428,0,6712,6099,90.87
fxsjy/jieba,https://github.com/fxsjy/jieba,2012-09-29T07:52:01Z,2024-08-21T09:23:45Z,Python,96,9,866,229,26.44
jaredpalmer/formik,https://github.com/jaredpalmer/formik,2017-06-14T19:50:59Z,2024-10-18T03:18:36Z,TypeScript,829,196,2259,1558,68.97
xitu/gold-miner,https://github.com/xitu/gold-miner,2015-11-04T03:29:13Z,2024-04-17T09:44:37Z,N/A,3563,0,5601,5592,99.84
huiyadanli/RevokeMsgPatcher,https://github.com/huiyadanli/RevokeMsgPatcher,2019-07-21T15:12:52Z,2025-08-15T14:56:42Z,C#,11,21,884,832,94.12
geekan/HowToLiveLonger,https://github.com/geekan/HowToLiveLonger,2022-04-16T04:15:18Z,2025-05-19T14:10:41Z,N/A,14,0,138,103,74.64
roboflow/supervision,https://github.com/roboflow/supervision,2022-11-28T14:08:44Z,2025-08-18T17:34:15Z,Python,967,33,489,415,84.87
zenorocha/clipboard.js,https://github.com/zenorocha/clipboard.js,2015-09-18T23:04:55Z,2025-08-06T18:47:39Z,JavaScript,117,42,629,618,98.25
ManimCommunity/manim,https://github.com/ManimCommunity/manim,2020-05-19T02:37:13Z,2025-08-18T21:16:46Z,Python,1925,29,1680,1307,77.8
solidjs/solid,https://github.com/solidjs/solid,2018-04-24T16:36:27Z,2025-08-13T17:14:50Z,TypeScript,385,35,1095,996,90.96
myshell-ai/OpenVoice,https://github.com/myshell-ai/OpenVoice,2023-11-29T12:17:01Z,2025-04-19T16:00:00Z,Python,17,0,316,67,21.2
portainer/portainer,https://github.com/portainer/portainer,2016-05-19T20:15:28Z,2025-08-20T03:42:03Z,TypeScript,4777,162,5893,5278,89.56
llvm/llvm-project,https://github.com/llvm/llvm-project,2016-12-07T09:39:33Z,2025-08-20T12:02:09Z,LLVM,55424,136,86431,60162,69.61
jaywcjlove/linux-command,https://github.com/jaywcjlove/linux-command,2016-11-12T15:44:26Z,2025-08-19T12:05:23Z,Markdown,354,31,207,133,64.25
typicode/husky,https://github.com/typicode/husky,2014-06-23T12:14:21Z,2024-11-26T00:20:16Z,JavaScript,262,80,1088,1016,93.38
laravel/framework,https://github.com/laravel/framework,2013-01-10T21:27:28Z,2025-08-19T13:36:44Z,PHP,16625,855,18869,18827,99.78
python-poetry/poetry,https://github.com/python-poetry/poetry,2018-02-28T15:23:47Z,2025-08-19T17:54:40Z,Python,2331,142,6232,5713,91.67
xkcoding/spring-boot-demo,https://github.com/xkcoding/spring-boot-demo,2017-11-10T06:27:29Z,2024-07-24T02:02:52Z,Java,15,0,173,73,42.2
geekcomputers/Python,https://github.com/geekcomputers/Python,2011-11-30T09:04:08Z,2025-08-20T01:34:50Z,Python,1846,0,486,149,30.66
anoma/anoma,https://github.com/anoma/anoma,2021-02-02T10:00:16Z,2025-08-14T14:27:56Z,Elixir,856,10,699,578,82.69
shadowsocks/shadowsocks,https://github.com/shadowsocks/shadowsocks,2012-04-20T13:10:49Z,2024-04-01T09:07:32Z,Python,70,2,0,0,0.0
zsh-users/zsh-autosuggestions,https://github.com/zsh-users/zsh-autosuggestions,2013-10-26T16:09:37Z,2025-06-24T16:15:03Z,Shell,116,0,612,458,74.84
halfrost/LeetCode-Go,https://github.com/halfrost/LeetCode-Go,2017-07-18T00:06:14Z,2024-12-11T05:55:51Z,Go,178,4,80,64,80.0
Blankj/AndroidUtilCode,https://github.com/Blankj/AndroidUtilCode,2016-07-30T18:18:32Z,2024-08-15T10:38:10Z,Java,88,117,1589,1280,80.55
alibaba/easyexcel,https://github.com/alibaba/easyexcel,2018-02-06T03:14:08Z,2024-10-29T06:07:07Z,Java,190,14,3618,3131,86.54
zxing/zxing,https://github.com/zxing/zxing,2011-10-12T14:07:27Z,2025-08-18T08:46:16Z,Java,318,31,1324,1314,99.24
TheAlgorithms/JavaScript,https://github.com/TheAlgorithms/JavaScript,2017-07-13T06:12:33Z,2025-01-22T07:00:31Z,JavaScript,795,0,209,200,95.69
deepseek-ai/awesome-deepseek-integration,https://github.com/deepseek-ai/awesome-deepseek-integration,2024-01-11T02:43:17Z,2025-05-13T09:05:21Z,N/A,230,0,126,39,30.95
mattermost/mattermost,https://github.com/mattermost/mattermost,2015-06-15T06:50:02Z,2025-08-20T12:13:39Z,TypeScript,19239,844,9046,8379,92.63
aseprite/aseprite,https://github.com/aseprite/aseprite,2014-08-19T23:44:50Z,2025-08-17T17:58:26Z,C++,406,117,4283,2495,58.25
ShareX/ShareX,https://github.com/ShareX/ShareX,2013-10-08T23:32:10Z,2025-08-20T03:07:14Z,C#,749,83,6871,6358,92.53
veggiemonk/awesome-docker,https://github.com/veggiemonk/awesome-docker,2014-09-21T17:01:48Z,2025-08-06T16:26:29Z,N/A,939,1,130,127,97.69
ryanhanwu/How-To-Ask-Questions-The-Smart-Way,https://github.com/ryanhanwu/How-To-Ask-Questions-The-Smart-Way,2015-03-28T16:52:40Z,2025-01-01T19:14:38Z,JavaScript,98,0,29,20,68.97
XX-net/XX-Net,https://github.com/XX-net/XX-Net,2015-01-15T09:35:51Z,2025-04-08T22:17:05Z,Python,363,388,13333,5418,40.64
Pythagora-io/gpt-pilot,https://github.com/Pythagora-io/gpt-pilot,2023-08-16T11:56:07Z,2025-03-04T06:26:32Z,Python,393,0,550,314,57.09
ehang-io/nps,https://github.com/ehang-io/nps,2018-11-04T13:22:51Z,2024-05-30T03:51:08Z,Go,74,59,1199,697,58.13
exelban/stats,https://github.com/exelban/stats,2019-05-29T19:24:56Z,2025-08-19T16:37:13Z,Swift,409,301,2178,2151,98.76
jax-ml/jax,https://github.com/jax-ml/jax,2018-10-25T21:25:02Z,2025-08-20T11:34:10Z,Python,15042,125,6463,4877,75.46
carbon-language/carbon-lang,https://github.com/carbon-language/carbon-lang,2020-04-27T21:45:16Z,2025-08-20T10:26:03Z,C++,4350,409,713,561,78.68
harness/harness,https://github.com/harness/harness,2014-02-07T07:54:44Z,2025-08-20T10:50:39Z,Go,1047,53,2006,1933,96.36
danielmiessler/Fabric,https://github.com/danielmiessler/Fabric,2024-01-03T23:18:31Z,2025-08-19T11:29:40Z,JavaScript,434,247,740,630,85.14
gulpjs/gulp,https://github.com/gulpjs/gulp,2013-07-04T05:26:06Z,2025-06-01T21:52:54Z,JavaScript,411,24,1937,1908,98.5
immutable-js/immutable-js,https://github.com/immutable-js/immutable-js,2014-07-02T06:02:29Z,2025-08-04T13:58:40Z,TypeScript,597,89,1262,1169,92.63
bilibili/ijkplayer,https://github.com/bilibili/ijkplayer,2013-06-03T04:12:04Z,2024-08-13T00:53:33Z,C,35,0,5375,2548,47.4
SeleniumHQ/selenium,https://github.com/SeleniumHQ/selenium,2013-01-14T21:40:56Z,2025-08-20T12:02:32Z,Java,3006,108,10932,10784,98.65
mifi/lossless-cut,https://github.com/mifi/lossless-cut,2016-10-30T10:49:56Z,2025-08-18T23:00:34Z,TypeScript,202,100,1633,1426,87.32
qishibo/AnotherRedisDesktopManager,https://github.com/qishibo/AnotherRedisDesktopManager,2019-01-08T06:01:56Z,2025-06-18T14:50:05Z,JavaScript,152,53,1066,927,86.96
hashicorp/vault,https://github.com/hashicorp/vault,2015-02-25T00:15:59Z,2025-08-20T12:12:06Z,Go,21302,168,6385,5243,82.11
CMU-Perceptual-Computing-Lab/openpose,https://github.com/CMU-Perceptual-Computing-Lab/openpose,2017-04-24T14:06:31Z,2024-08-03T01:59:11Z,C++,174,15,2004,1667,83.18
lllyasviel/ControlNet,https://github.com/lllyasviel/ControlNet,2023-02-01T02:43:30Z,2024-02-25T09:49:39Z,Python,4,0,569,138,24.25
YunaiV/ruoyi-vue-pro,https://github.com/YunaiV/ruoyi-vue-pro,2021-01-24T03:18:25Z,2025-08-19T16:24:04Z,Java,62,44,645,640,99.22
shadowsocks/ShadowsocksX-NG,https://github.com/shadowsocks/ShadowsocksX-NG,2016-06-10T11:49:00Z,2024-10-29T12:19:30Z,Swift,64,30,1358,1050,77.32
bayandin/awesome-awesomeness,https://github.com/bayandin/awesome-awesomeness,2014-07-08T05:44:19Z,2024-06-02T22:46:41Z,Ruby,197,0,68,52,76.47
PatrickJS/awesome-cursorrules,https://github.com/PatrickJS/awesome-cursorrules,2024-09-16T15:38:38Z,2025-08-17T18:54:26Z,MDX,64,0,40,8,20.0
lib-pku/libpku,https://github.com/lib-pku/libpku,2018-11-22T13:33:06Z,2022-01-05T04:09:27Z,TeX,22,0,43,32,74.42
TheAlgorithms/C-Plus-Plus,https://github.com/TheAlgorithms/C-Plus-Plus,2016-07-16T10:19:45Z,2025-08-19T00:15:14Z,C++,685,0,321,311,96.88
AmruthPillai/Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume,2020-03-25T14:08:22Z,2025-08-20T00:11:02Z,TypeScript,633,95,1568,1248,79.59
swc-project/swc,https://github.com/swc-project/swc,2017-12-22T11:40:14Z,2025-08-20T06:59:43Z,Rust,5588,712,3970,3563,89.75
facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,2019-09-05T21:30:20Z,2025-08-13T17:43:25Z,Python,0,10,3555,3091,86.95
qbittorrent/qBittorrent,https://github.com/qbittorrent/qBittorrent,2012-02-04T09:37:46Z,2025-08-17T19:05:25Z,C++,3928,0,16843,14547,86.37
alan2207/bulletproof-react,https://github.com/alan2207/bulletproof-react,2021-05-30T14:47:16Z,2025-04-16T06:04:21Z,TypeScript,70,0,115,77,66.96
jqlang/jq,https://github.com/jqlang/jq,2012-07-18T19:57:25Z,2025-08-18T09:06:57Z,C,640,15,2283,1920,84.1
DataTalksClub/data-engineering-zoomcamp,https://github.com/DataTalksClub/data-engineering-zoomcamp,2021-10-21T09:32:50Z,2025-07-17T09:55:25Z,Jupyter Notebook,395,0,136,134,98.53
pnpm/pnpm,https://github.com/pnpm/pnpm,2016-01-28T07:40:43Z,2025-08-20T10:23:16Z,TypeScript,2673,1000,4888,3015,61.68
certbot/certbot,https://github.com/certbot/certbot,2014-11-12T02:52:20Z,2025-08-19T18:16:00Z,Python,4003,62,5464,5338,97.69
pbatard/rufus,https://github.com/pbatard/rufus,2011-11-19T19:12:05Z,2025-07-29T17:00:05Z,C,1,84,2511,2503,99.68
ibraheemdev/modern-unix,https://github.com/ibraheemdev/modern-unix,2021-01-12T00:50:14Z,2024-09-10T19:48:56Z,N/A,15,0,83,30,36.14
drawdb-io/drawdb,https://github.com/drawdb-io/drawdb,2023-07-16T17:09:20Z,2025-08-19T17:03:27Z,JavaScript,232,0,240,157,65.42
google/material-design-lite,https://github.com/google/material-design-lite,2015-01-14T22:01:33Z,2025-03-11T00:13:36Z,HTML,655,14,2195,1813,82.6
